"","klasifikasi","score","text"
"1653","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1654","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1655","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1656","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1657","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1658","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1659","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1660","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1661","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1662","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1663","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1664","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1665","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1666","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1667","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1668","Netral",0," rakyat wadas "
"1669","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1670","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1671","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1672","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1673","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1674","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1675","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1676","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1677","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1678","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1679","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1680","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1681","Negatif",-1,"  pilih bacaes yang tidak terlibat kkn serti ektp wadas nyalahgunaan wewenang jabatan kolusi netisme janga"
"1682","Negatif",-1,"pilih bacaes yang tidak terlibat kkn serti ektp wadas nyalahgunaan wewenang jabatan kolusi netisme j "
"1683","Netral",0," ganjar nindas wadas "
"1684","Netral",0," indonesia wadas "
"1685","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1686","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1687","Negatif",-3,"disini ada orang sekitaran sar wadas ga aku mau minta tolong buat anterin kucing ke kosambi ada uhnya yaaa r "
"1688","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1689","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1690","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1691","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1692","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1693","Netral",0," wadasmelawanbilangnya sudah kelar ta buktinyamasyarakat wadas masih demo mencari keadilangitu gubernurnya tiahari"
"1694","Positif",1," kunjungan ke wadas kan "
"1695","Netral",0," ganjar sadis boos bukti desa wadas"
"1696","Positif",3," pancasilais nerannya  sila kelima keadilan sosial  a kabarmu wadas  sudahkah kalian mendat keadilan "
"1697","Netral",0," gubernur yg nya tugas dari rakyat malah klayan mending urusi banjir wadas biar cet beres urusan ra "
"1698","Negatif",-1," tanjung momen snduk wadas melawan muncul di arena pembukaan muktamar muhammadiyah ke di stadion manahan solo sabtu  novem"
"1699","Netral",0,"aniesid ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan g "
"1700","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1701","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1702","Negatif",-1," yah gw kasih lagi dah  ini jejak gusdr bela bencong dan ini jejak anaknya bela nyimngan orientasi sex kaum lgbt sekara"
"1703","Netral",0," back bejatnya pria di sulut  tahun perkosa anak tirinya yang masih bocah"
"1704","Netral",0," yah dianakbar gw kasih  ini aja  jejak gusdur bela bencong  jehak gusdurian nongand"
"1705","Negatif",-1," ahy anies mahfud jg baik ta sangannya tak transran tentang ektp dan wadas"
"1706","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1707","Netral",0," wadas udah termasuk desa mandiri energi belum gan"
"1708","Netral",0," dari usaha di wadas"
"1709","Netral",0," wajah nasi bungkusbilang selesaikan dulu itu kasus wadas"
"1710","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1711","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1712","Netral",0," marm segera tayang "
"1713","Negatif",-1," wadas juga masyarakat"
"1714","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1715","Netral",0," membangun wadas"
"1716","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1717","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1718","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1719","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1720","Negatif",-1," ya elah ternyata gak jauhjauh  "
"1721","Positif",1," fakta lain yg tidak diekss oleh ndukung k ganjar anowo saat datang di acara mukhtamar muhammadiyah terkait teriaka"
"1722","Netral",0," prabowo kamnye anti aseng akhirnya jadi mentri ngundang china ganjar wadas bener menoreh di jual "
"1723","Negatif",-2," innalillahi semoga mediamerintah dan relawan urun rhatian buat korban gem cianjur ini kehadiran kita semua sangat"
"1724","Negatif",-2,"  lalu lintas dari arah cianjur menuju cinas tidak bisa di lalui karena longsor setelah gem  pak rey "
"1725","Negatif",-1," yah dumdum anies didukung hti udahanies didukung fi udahanies didukung antek khilafah udahanies did"
"1726","Negatif",-1," wahyudi dear kl reschedule ganti jam gw terima tkl reschedule ganti hari ini kl kontraktual kalian ud"
"1727","Positif",1," peringatan isra miraj  h bersama warga desa wadas berlangsung khidmatperbedaan harus disika secara bijaksehingg"
"1728","Negatif",-2," alonely kalau melayani rakyat tidakmungkin  kabuten miskin ekstrenm tidak mungkin  "
"1729","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1730","Negatif",-1," id melawan  "
"1731","Positif",1," saya tidak akan lih ganjar yang sudah jual wadas bener ke oyek china"
"1732","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1733","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1734","Negatif",-1,"id melawan  "
"1735","Negatif",-3," ern ni dengerin omongan novel dan baca tuh beritanya "
"1736","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1737","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1738","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1739","Netral",0," ern asik kan berdendanghay dong relawan muncul d "
"1740","Positif",1," wadas memanggil"
"1741","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1742","Netral",0," sinergi pemov jatengpemerintah pusat oimalkan penanganan kasus wadasganjaristoimipilihrambutputih "
"1743","Netral",0," id wadas bajo wae sano hubungan tak baik antara rezim orang baik dengan alam snduk bertuliskan wadas melawa"
"1744","Positif",1," berluang menang di wadas"
"1745","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1746","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1747","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1748","Negatif",-3," dua mahluk bodoh  dumdum  dimanfaatkam untuk menyebar snduk fitnah bersumber dari ig si ce "
"1749","Netral",0," saya yakin lebih dari  warga wadas adalah ndukung jokowi dan ndukung ganjar"
"1750","Netral",0," mohamat baru gw ngomong kemaren klo orang ini ngemenk  indonesia keti semuakasus wadas adalah kasus rus"
"1751","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1752","Negatif",-3," waktu kami masih rtai kecil kami tidak setuju rakyat diti kini kami sudah jd rtai besar tentu kami ingin ikut meni"
"1753","Negatif",-2," komisi hukum dpr mendati berbagai siasat merintah untuk membebaskan tanah di wadas ada uya menitiuang ganti rugi d"
"1754","Netral",0," pml  "
"1755","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1756","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1757","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1758","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1759","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1760","Netral",0," jl iq gak ditayangkan saat di demo warga wadas"
"1761","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1762","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1763","Positif",3,"pejuang keadilan coba kau ke paa atau coba ke wadas halu amat mus "
"1764","Negatif",-1," orang ndai tidak akan lih yang jual menoreh wadas bener"
"1765","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1766","Netral",0,"ayudyah hahahahah gak ada etasiahahhaha lawakmakanya shearching di google kakmana ada "
"1767","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1768","Negatif",-1," wadas melawan"
"1769","Negatif",-1," caes sangat berbahaya wadas melawan"
"1770","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1771","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1772","Negatif",-2," wadas tidak termasuk untuk main barongsai ini ya "
"1773","Negatif",-1," tanjung momen snduk wadas melawan muncul di arena pembukaan muktamar muhammadiyah ke di stadion manahan solo sabtu  novem"
"1774","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1775","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1776","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1777","Netral",0," wadas kahwaras kah"
"1778","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1779","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1780","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1781","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1782","Netral",0," coba survey di kamng wadas"
"1783","Netral",0," gak ada prestasi yang ada cercaan save wadas "
"1784","Netral",0," ganjar lagi ngurusin wadas yg kaga kelar "
"1785","Netral",0," anaklolina yang mam selesaikan masalah serti ini yg harus di uberitanya agar semua tau sia yg bekerja sia yg omong koson"
"1786","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1787","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1788","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1789","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1790","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1791","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
